<TICKER>,<DATE>,<TIME>,<OPEN>,<LOW>,<HIGH>,<CLOSE>
EURUSD,20010424,00:00:00,0.8966,0.8930,0.9016,0.8943
EURUSD,20010425,00:00:00,0.8943,0.8906,0.8998,0.8977
EURUSD,20010426,00:00:00,0.8977,0.8945,0.9040,0.9031
EURUSD,20010427,00:00:00,0.9031,0.8886,0.9051,0.8908
EURUSD,20010430,00:00:00,0.8913,0.8850,0.8922,0.8891
EURUSD,20010501,00:00:00,0.8891,0.8856,0.8938,0.8933
EURUSD,20010502,00:00:00,0.8933,0.8884,0.8948,0.8938
EURUSD,20010503,00:00:00,0.8938,0.8879,0.8974,0.8895
EURUSD,20010504,00:00:00,0.8895,0.8893,0.9004,0.8936
EURUSD,20010507,00:00:00,0.8924,0.8897,0.8932,0.8902
EURUSD,20010508,00:00:00,0.8902,0.8822,0.8912,0.8849
EURUSD,20010509,00:00:00,0.8849,0.8810,0.8866,0.8860
EURUSD,20010510,00:00:00,0.8860,0.8780,0.8918,0.8813
EURUSD,20010511,00:00:00,0.8813,0.8737,0.8820,0.8763
EURUSD,20010514,00:00:00,0.8754,0.8725,0.8757,0.8737
EURUSD,20010515,00:00:00,0.8738,0.8732,0.8795,0.8782
EURUSD,20010516,00:00:00,0.8783,0.8747,0.8865,0.8829
EURUSD,20010517,00:00:00,0.8829,0.8792,0.8877,0.8826
EURUSD,20010518,00:00:00,0.8825,0.8754,0.8827,0.8798
EURUSD,20010521,00:00:00,0.8797,0.8739,0.8815,0.8764
EURUSD,20010522,00:00:00,0.8763,0.8625,0.8772,0.8651
EURUSD,20010523,00:00:00,0.8651,0.8547,0.8659,0.8552
EURUSD,20010524,00:00:00,0.8552,0.8550,0.8552,0.8551
EURUSD,20010525,00:00:00,0.8570,0.8536,0.8625,0.8601
EURUSD,20010528,00:00:00,0.8600,0.8578,0.8605,0.8600
EURUSD,20010529,00:00:00,0.8600,0.8529,0.8610,0.8558
EURUSD,20010530,00:00:00,0.8558,0.8534,0.8588,0.8551
EURUSD,20010531,00:00:00,0.8551,0.8441,0.8563,0.8448
EURUSD,20010601,00:00:00,0.8448,0.8433,0.8494,0.8478
EURUSD,20010604,00:00:00,0.8465,0.8440,0.8535,0.8459
EURUSD,20010605,00:00:00,0.8458,0.8424,0.8544,0.8541
EURUSD,20010606,00:00:00,0.8541,0.8444,0.8565,0.8465
EURUSD,20010607,00:00:00,0.8466,0.8455,0.8517,0.8513
EURUSD,20010608,00:00:00,0.8513,0.8457,0.8515,0.8503
EURUSD,20010611,00:00:00,0.8498,0.8410,0.8537,0.8441
EURUSD,20010612,00:00:00,0.8441,0.8413,0.8536,0.8529
EURUSD,20010613,00:00:00,0.8529,0.8509,0.8564,0.8550
EURUSD,20010614,00:00:00,0.8550,0.8485,0.8632,0.8625
EURUSD,20010615,00:00:00,0.8625,0.8598,0.8671,0.8616
EURUSD,20010618,00:00:00,0.8628,0.8573,0.8639,0.8602
EURUSD,20010619,00:00:00,0.8602,0.8525,0.8605,0.8536
EURUSD,20010620,00:00:00,0.8536,0.8495,0.8555,0.8552
EURUSD,20010621,00:00:00,0.8553,0.8514,0.8579,0.8544
EURUSD,20010622,00:00:00,0.8544,0.8509,0.8573,0.8565
EURUSD,20010625,00:00:00,0.8566,0.8563,0.8622,0.8589
EURUSD,20010626,00:00:00,0.8588,0.8586,0.8649,0.8636
EURUSD,20010627,00:00:00,0.8636,0.8585,0.8657,0.8593
EURUSD,20010628,00:00:00,0.8593,0.8430,0.8611,0.8437
EURUSD,20010629,00:00:00,0.8437,0.8435,0.8493,0.8493
EURUSD,20010702,00:00:00,0.8504,0.8440,0.8504,0.8475
EURUSD,20010703,00:00:00,0.8474,0.8453,0.8499,0.8475
EURUSD,20010704,00:00:00,0.8475,0.8433,0.8499,0.8462
EURUSD,20010705,00:00:00,0.8462,0.8352,0.8477,0.8362
EURUSD,20010706,00:00:00,0.8362,0.8350,0.8475,0.8469
EURUSD,20010709,00:00:00,0.8467,0.8444,0.8512,0.8497
EURUSD,20010710,00:00:00,0.8496,0.8489,0.8571,0.8553
EURUSD,20010711,00:00:00,0.8553,0.8530,0.8639,0.8581
EURUSD,20010712,00:00:00,0.8581,0.8506,0.8581,0.8536
EURUSD,20010713,00:00:00,0.8536,0.8508,0.8558,0.8544
EURUSD,20010716,00:00:00,0.8540,0.8521,0.8589,0.8523
EURUSD,20010717,00:00:00,0.8525,0.8490,0.8607,0.8593
EURUSD,20010718,00:00:00,0.8593,0.8569,0.8740,0.8736
EURUSD,20010719,00:00:00,0.8736,0.8679,0.8777,0.8716
EURUSD,20010720,00:00:00,0.8715,0.8701,0.8784,0.8715
EURUSD,20010723,00:00:00,0.8704,0.8652,0.8713,0.8690
EURUSD,20010724,00:00:00,0.8692,0.8686,0.8769,0.8732
EURUSD,20010725,00:00:00,0.8732,0.8715,0.8811,0.8801
EURUSD,20010726,00:00:00,0.8801,0.8745,0.8821,0.8776
EURUSD,20010727,00:00:00,0.8776,0.8723,0.8803,0.8767
EURUSD,20010730,00:00:00,0.8762,0.8722,0.8771,0.8739
EURUSD,20010731,00:00:00,0.8740,0.8723,0.8777,0.8760
EURUSD,20010801,00:00:00,0.8760,0.8758,0.8828,0.8808
EURUSD,20010802,00:00:00,0.8808,0.8783,0.8838,0.8833
EURUSD,20010803,00:00:00,0.8833,0.8774,0.8873,0.8837
EURUSD,20010806,00:00:00,0.8829,0.8784,0.8831,0.8809
EURUSD,20010807,00:00:00,0.8809,0.8751,0.8813,0.8774
EURUSD,20010808,00:00:00,0.8774,0.8740,0.8805,0.8803
EURUSD,20010809,00:00:00,0.8803,0.8800,0.8938,0.8918
EURUSD,20010810,00:00:00,0.8918,0.8909,0.8957,0.8934
EURUSD,20010813,00:00:00,0.8936,0.8921,0.9006,0.8969
EURUSD,20010814,00:00:00,0.8969,0.8938,0.9034,0.9024
EURUSD,20010815,00:00:00,0.9023,0.9019,0.9148,0.9136
EURUSD,20010816,00:00:00,0.9136,0.9090,0.9198,0.9114
EURUSD,20010817,00:00:00,0.9114,0.9102,0.9179,0.9179
EURUSD,20010820,00:00:00,0.9174,0.9108,0.9199,0.9137
EURUSD,20010821,00:00:00,0.9137,0.9080,0.9181,0.9175
EURUSD,20010822,00:00:00,0.9175,0.9122,0.9238,0.9130
EURUSD,20010823,00:00:00,0.9130,0.9097,0.9165,0.9146
EURUSD,20010824,00:00:00,0.9146,0.9074,0.9165,0.9130
EURUSD,20010827,00:00:00,0.9132,0.9084,0.9140,0.9116
EURUSD,20010828,00:00:00,0.9116,0.9027,0.9132,0.9126
EURUSD,20010829,00:00:00,0.9126,0.9081,0.9146,0.9081
EURUSD,20010830,00:00:00,0.9081,0.9058,0.9182,0.9161
EURUSD,20010831,00:00:00,0.9161,0.9066,0.9195,0.9110
EURUSD,20010903,00:00:00,0.9092,0.9056,0.9099,0.9075
EURUSD,20010904,00:00:00,0.9074,0.8848,0.9075,0.8880
EURUSD,20010905,00:00:00,0.8880,0.8845,0.8909,0.8863
EURUSD,20010906,00:00:00,0.8863,0.8824,0.8967,0.8954
EURUSD,20010907,00:00:00,0.8954,0.8930,0.9067,0.9060
EURUSD,20010910,00:00:00,0.9065,0.8971,0.9075,0.8981
EURUSD,20010911,00:00:00,0.8981,0.8953,0.9167,0.9114
EURUSD,20010912,00:00:00,0.9114,0.9009,0.9148,0.9067
EURUSD,20010913,00:00:00,0.9068,0.9048,0.9121,0.9117
EURUSD,20010914,00:00:00,0.9117,0.9085,0.9245,0.9203
EURUSD,20010917,00:00:00,0.9233,0.9171,0.9329,0.9243
EURUSD,20010918,00:00:00,0.9243,0.9187,0.9281,0.9266
EURUSD,20010919,00:00:00,0.9266,0.9227,0.9323,0.9260
EURUSD,20010920,00:00:00,0.9260,0.9226,0.9292,0.9274
EURUSD,20010921,00:00:00,0.9274,0.9092,0.9274,0.9133
EURUSD,20010924,00:00:00,0.9130,0.9103,0.9197,0.9163
EURUSD,20010925,00:00:00,0.9163,0.9146,0.9246,0.9229
EURUSD,20010926,00:00:00,0.9229,0.9194,0.9241,0.9228
EURUSD,20010927,00:00:00,0.9228,0.9158,0.9232,0.9177
EURUSD,20010928,00:00:00,0.9177,0.9080,0.9182,0.9103
EURUSD,20011001,00:00:00,0.9102,0.9061,0.9175,0.9168
EURUSD,20011002,00:00:00,0.9166,0.9134,0.9194,0.9180
EURUSD,20011003,00:00:00,0.9180,0.9124,0.9230,0.9139
EURUSD,20011004,00:00:00,0.9139,0.9110,0.9183,0.9179
EURUSD,20011005,00:00:00,0.9179,0.9154,0.9204,0.9180
EURUSD,20011008,00:00:00,0.9189,0.9165,0.9239,0.9202
EURUSD,20011009,00:00:00,0.9202,0.9123,0.9223,0.9129
EURUSD,20011010,00:00:00,0.9130,0.9099,0.9155,0.9103
EURUSD,20011011,00:00:00,0.9103,0.8988,0.9121,0.9025
EURUSD,20011012,00:00:00,0.9025,0.9011,0.9115,0.9095
EURUSD,20011015,00:00:00,0.9115,0.9062,0.9134,0.9080
EURUSD,20011016,00:00:00,0.9080,0.9037,0.9109,0.9078
EURUSD,20011017,00:00:00,0.9079,0.9010,0.9088,0.9028
EURUSD,20011018,00:00:00,0.9028,0.8999,0.9054,0.9032
EURUSD,20011019,00:00:00,0.9032,0.8964,0.9032,0.8982
EURUSD,20011022,00:00:00,0.8984,0.8894,0.8999,0.8910
EURUSD,20011023,00:00:00,0.8910,0.8867,0.8925,0.8902
EURUSD,20011024,00:00:00,0.8902,0.8897,0.8941,0.8937
EURUSD,20011025,00:00:00,0.8938,0.8879,0.8976,0.8921
EURUSD,20011026,00:00:00,0.8920,0.8903,0.8948,0.8924
EURUSD,20011029,00:00:00,0.8921,0.8921,0.9056,0.9051
EURUSD,20011030,00:00:00,0.9051,0.9034,0.9098,0.9044
EURUSD,20011031,00:00:00,0.9044,0.8986,0.9074,0.9000
EURUSD,20011101,00:00:00,0.9000,0.8993,0.9116,0.9020
EURUSD,20011102,00:00:00,0.9020,0.9006,0.9067,0.9028
EURUSD,20011105,00:00:00,0.9015,0.8943,0.9017,0.8973
EURUSD,20011106,00:00:00,0.8973,0.8941,0.8992,0.8941
EURUSD,20011107,00:00:00,0.8941,0.8938,0.9048,0.8976
EURUSD,20011108,00:00:00,0.8976,0.8905,0.8992,0.8922
EURUSD,20011109,00:00:00,0.8922,0.8891,0.8944,0.8938
EURUSD,20011112,00:00:00,0.8944,0.8912,0.9012,0.8935
EURUSD,20011113,00:00:00,0.8935,0.8789,0.8937,0.8809
EURUSD,20011114,00:00:00,0.8809,0.8771,0.8838,0.8826
EURUSD,20011115,00:00:00,0.8826,0.8803,0.8850,0.8815
EURUSD,20011116,00:00:00,0.8815,0.8809,0.8861,0.8840
EURUSD,20011119,00:00:00,0.8839,0.8766,0.8850,0.8779
EURUSD,20011120,00:00:00,0.8779,0.8779,0.8842,0.8830
EURUSD,20011121,00:00:00,0.8830,0.8754,0.8833,0.8777
EURUSD,20011122,00:00:00,0.8777,0.8762,0.8792,0.8779
EURUSD,20011123,00:00:00,0.8781,0.8736,0.8809,0.8777
EURUSD,20011126,00:00:00,0.8780,0.8779,0.8828,0.8803
EURUSD,20011127,00:00:00,0.8802,0.8770,0.8834,0.8830
EURUSD,20011128,00:00:00,0.8829,0.8817,0.8882,0.8875
EURUSD,20011129,00:00:00,0.8875,0.8857,0.8914,0.8872
EURUSD,20011130,00:00:00,0.8871,0.8848,0.8977,0.8959
EURUSD,20011203,00:00:00,0.8954,0.8890,0.8966,0.8911
EURUSD,20011204,00:00:00,0.8910,0.8885,0.8920,0.8904
EURUSD,20011205,00:00:00,0.8905,0.8846,0.8937,0.8878
EURUSD,20011206,00:00:00,0.8879,0.8863,0.8950,0.8941
EURUSD,20011207,00:00:00,0.8942,0.8885,0.8944,0.8889
EURUSD,20011210,00:00:00,0.8894,0.8842,0.8914,0.8906
EURUSD,20011211,00:00:00,0.8905,0.8883,0.8930,0.8921
EURUSD,20011212,00:00:00,0.8922,0.8921,0.8985,0.8975
EURUSD,20011213,00:00:00,0.8974,0.8920,0.8990,0.8924
EURUSD,20011214,00:00:00,0.8925,0.8921,0.9049,0.9038
EURUSD,20011217,00:00:00,0.9030,0.9015,0.9076,0.9018
EURUSD,20011218,00:00:00,0.9019,0.8995,0.9037,0.9028
EURUSD,20011219,00:00:00,0.9027,0.8953,0.9028,0.9007
EURUSD,20011220,00:00:00,0.9006,0.8962,0.9007,0.8989
EURUSD,20011221,00:00:00,0.8988,0.8855,0.9011,0.8879
EURUSD,20011224,00:00:00,0.8886,0.8740,0.8905,0.8784
EURUSD,20011227,00:00:00,0.8800,0.8773,0.8867,0.8833
EURUSD,20011228,00:00:00,0.8832,0.8789,0.8839,0.8837
EURUSD,20020102,00:00:00,0.8891,0.8880,0.9061,0.9030
EURUSD,20020103,00:00:00,0.9030,0.8976,0.9055,0.8990
EURUSD,20020104,00:00:00,0.8989,0.8939,0.8998,0.8948
EURUSD,20020107,00:00:00,0.8948,0.8881,0.8993,0.8932
EURUSD,20020108,00:00:00,0.8931,0.8884,0.8932,0.8931
EURUSD,20020109,00:00:00,0.8930,0.8865,0.8947,0.8909
EURUSD,20020110,00:00:00,0.8910,0.8901,0.8934,0.8913
EURUSD,20020111,00:00:00,0.8914,0.8897,0.8927,0.8921
EURUSD,20020114,00:00:00,0.8941,0.8914,0.8950,0.8939
EURUSD,20020115,00:00:00,0.8938,0.8821,0.8941,0.8835
EURUSD,20020116,00:00:00,0.8834,0.8802,0.8843,0.8833
EURUSD,20020117,00:00:00,0.8832,0.8792,0.8847,0.8812
EURUSD,20020118,00:00:00,0.8811,0.8795,0.8846,0.8836
EURUSD,20020121,00:00:00,0.8838,0.8827,0.8862,0.8831
EURUSD,20020122,00:00:00,0.8832,0.8812,0.8870,0.8864
EURUSD,20020123,00:00:00,0.8864,0.8768,0.8887,0.8772
EURUSD,20020124,00:00:00,0.8771,0.8753,0.8788,0.8776
EURUSD,20020125,00:00:00,0.8775,0.8632,0.8783,0.8654
EURUSD,20020128,00:00:00,0.8645,0.8573,0.8661,0.8617
EURUSD,20020129,00:00:00,0.8617,0.8593,0.8655,0.8648
EURUSD,20020130,00:00:00,0.8648,0.8599,0.8669,0.8620
EURUSD,20020131,00:00:00,0.8620,0.8577,0.8642,0.8591
EURUSD,20020201,00:00:00,0.8591,0.8563,0.8638,0.8614
EURUSD,20020204,00:00:00,0.8613,0.8605,0.8705,0.8695
EURUSD,20020205,00:00:00,0.8694,0.8650,0.8726,0.8672
EURUSD,20020206,00:00:00,0.8671,0.8632,0.8704,0.8668
EURUSD,20020207,00:00:00,0.8667,0.8644,0.8711,0.8698
EURUSD,20020208,00:00:00,0.8699,0.8696,0.8749,0.8726
EURUSD,20020211,00:00:00,0.8705,0.8702,0.8797,0.8763
EURUSD,20020212,00:00:00,0.8764,0.8736,0.8795,0.8763
EURUSD,20020213,00:00:00,0.8764,0.8706,0.8767,0.8712
EURUSD,20020214,00:00:00,0.8711,0.8681,0.8744,0.8739
EURUSD,20020215,00:00:00,0.8738,0.8694,0.8739,0.8729
EURUSD,20020218,00:00:00,0.8729,0.8700,0.8737,0.8706
EURUSD,20020219,00:00:00,0.8705,0.8665,0.8778,0.8760
EURUSD,20020220,00:00:00,0.8761,0.8689,0.8779,0.8694
EURUSD,20020221,00:00:00,0.8695,0.8680,0.8716,0.8702
EURUSD,20020222,00:00:00,0.8701,0.8679,0.8772,0.8752
EURUSD,20020225,00:00:00,0.8749,0.8687,0.8755,0.8691
EURUSD,20020226,00:00:00,0.8690,0.8614,0.8716,0.8635
EURUSD,20020227,00:00:00,0.8636,0.8626,0.8664,0.8658
EURUSD,20020228,00:00:00,0.8658,0.8629,0.8694,0.8690
EURUSD,20020301,00:00:00,0.8691,0.8631,0.8691,0.8648
EURUSD,20020304,00:00:00,0.8648,0.8632,0.8711,0.8694
EURUSD,20020305,00:00:00,0.8695,0.8650,0.8724,0.8714
EURUSD,20020306,00:00:00,0.8715,0.8694,0.8772,0.8761
EURUSD,20020307,00:00:00,0.8760,0.8741,0.8836,0.8810
EURUSD,20020308,00:00:00,0.8811,0.8720,0.8814,0.8739
EURUSD,20020311,00:00:00,0.8733,0.8730,0.8770,0.8749
EURUSD,20020312,00:00:00,0.8749,0.8704,0.8760,0.8754
EURUSD,20020313,00:00:00,0.8753,0.8725,0.8780,0.8754
EURUSD,20020314,00:00:00,0.8753,0.8752,0.8841,0.8823
EURUSD,20020315,00:00:00,0.8823,0.8808,0.8868,0.8823
EURUSD,20020318,00:00:00,0.8809,0.8780,0.8828,0.8821
EURUSD,20020319,00:00:00,0.8821,0.8796,0.8840,0.8816
EURUSD,20020320,00:00:00,0.8815,0.8786,0.8857,0.8855
EURUSD,20020321,00:00:00,0.8854,0.8806,0.8857,0.8823
EURUSD,20020322,00:00:00,0.8823,0.8749,0.8824,0.8768
EURUSD,20020325,00:00:00,0.8770,0.8753,0.8777,0.8766
EURUSD,20020326,00:00:00,0.8767,0.8732,0.8792,0.8764
EURUSD,20020327,00:00:00,0.8765,0.8718,0.8767,0.8721
EURUSD,20020328,00:00:00,0.8722,0.8700,0.8739,0.8709
EURUSD,20020329,00:00:00,0.8709,0.8706,0.8726,0.8716
EURUSD,20020401,00:00:00,0.8711,0.8710,0.8818,0.8804
EURUSD,20020402,00:00:00,0.8805,0.8772,0.8813,0.8792
EURUSD,20020403,00:00:00,0.8791,0.8774,0.8827,0.8807
EURUSD,20020404,00:00:00,0.8806,0.8765,0.8853,0.8781
EURUSD,20020405,00:00:00,0.8782,0.8772,0.8811,0.8792
EURUSD,20020408,00:00:00,0.8787,0.8736,0.8790,0.8745
EURUSD,20020409,00:00:00,0.8745,0.8735,0.8811,0.8807
EURUSD,20020410,00:00:00,0.8808,0.8788,0.8821,0.8803
EURUSD,20020411,00:00:00,0.8802,0.8788,0.8842,0.8818
EURUSD,20020412,00:00:00,0.8818,0.8774,0.8823,0.8795
EURUSD,20020415,00:00:00,0.8793,0.8788,0.8819,0.8792
EURUSD,20020416,00:00:00,0.8793,0.8790,0.8834,0.8821
EURUSD,20020417,00:00:00,0.8820,0.8815,0.8905,0.8899
EURUSD,20020418,00:00:00,0.8900,0.8856,0.8917,0.8906
EURUSD,20020419,00:00:00,0.8905,0.8877,0.8920,0.8914
EURUSD,20020422,00:00:00,0.8893,0.8867,0.8905,0.8892
EURUSD,20020423,00:00:00,0.8892,0.8861,0.8898,0.8885
EURUSD,20020424,00:00:00,0.8884,0.8872,0.8927,0.8923
EURUSD,20020425,00:00:00,0.8922,0.8914,0.8989,0.8974
EURUSD,20020426,00:00:00,0.8975,0.8959,0.9014,0.9014
EURUSD,20020429,00:00:00,0.9011,0.9006,0.9041,0.9028
EURUSD,20020430,00:00:00,0.9029,0.8990,0.9038,0.9003
EURUSD,20020501,00:00:00,0.9004,0.8994,0.9081,0.9061
EURUSD,20020502,00:00:00,0.9061,0.9011,0.9074,0.9028
EURUSD,20020503,00:00:00,0.9029,0.9024,0.9170,0.9168
EURUSD,20020506,00:00:00,0.9161,0.9134,0.9182,0.9177
EURUSD,20020507,00:00:00,0.9177,0.9114,0.9186,0.9140
EURUSD,20020508,00:00:00,0.9141,0.9035,0.9142,0.9048
EURUSD,20020509,00:00:00,0.9047,0.9038,0.9109,0.9092
EURUSD,20020510,00:00:00,0.9092,0.9084,0.9145,0.9136
EURUSD,20020513,00:00:00,0.9129,0.9095,0.9163,0.9116
EURUSD,20020514,00:00:00,0.9117,0.9010,0.9117,0.9024
EURUSD,20020515,00:00:00,0.9025,0.8994,0.9123,0.9120
EURUSD,20020516,00:00:00,0.9120,0.9085,0.9137,0.9116
EURUSD,20020517,00:00:00,0.9116,0.9112,0.9216,0.9208
EURUSD,20020520,00:00:00,0.9202,0.9179,0.9226,0.9205
EURUSD,20020521,00:00:00,0.9204,0.9161,0.9217,0.9192
EURUSD,20020522,00:00:00,0.9191,0.9182,0.9273,0.9255
EURUSD,20020523,00:00:00,0.9254,0.9180,0.9265,0.9211
EURUSD,20020524,00:00:00,0.9211,0.9164,0.9227,0.9208
EURUSD,20020527,00:00:00,0.9203,0.9182,0.9219,0.9206
EURUSD,20020528,00:00:00,0.9205,0.9197,0.9302,0.9282
EURUSD,20020529,00:00:00,0.9282,0.9270,0.9365,0.9352
EURUSD,20020530,00:00:00,0.9353,0.9349,0.9409,0.9364
EURUSD,20020531,00:00:00,0.9365,0.9283,0.9398,0.9322
EURUSD,20020603,00:00:00,0.9325,0.9303,0.9419,0.9406
EURUSD,20020604,00:00:00,0.9405,0.9390,0.9449,0.9392
EURUSD,20020605,00:00:00,0.9391,0.9352,0.9414,0.9390
EURUSD,20020606,00:00:00,0.9390,0.9337,0.9476,0.9469
EURUSD,20020607,00:00:00,0.9468,0.9428,0.9484,0.9441
EURUSD,20020610,00:00:00,0.9431,0.9389,0.9476,0.9438
EURUSD,20020611,00:00:00,0.9437,0.9404,0.9488,0.9479
EURUSD,20020612,00:00:00,0.9478,0.9428,0.9502,0.9432
EURUSD,20020613,00:00:00,0.9433,0.9394,0.9470,0.9428
EURUSD,20020614,00:00:00,0.9428,0.9414,0.9519,0.9455
EURUSD,20020617,00:00:00,0.9447,0.9411,0.9466,0.9443
EURUSD,20020618,00:00:00,0.9444,0.9433,0.9523,0.9522
EURUSD,20020619,00:00:00,0.9521,0.9515,0.9576,0.9572
EURUSD,20020620,00:00:00,0.9571,0.9555,0.9663,0.9641
EURUSD,20020621,00:00:00,0.9640,0.9630,0.9714,0.9710
EURUSD,20020624,00:00:00,0.9697,0.9682,0.9812,0.9704
EURUSD,20020625,00:00:00,0.9703,0.9661,0.9796,0.9790
EURUSD,20020626,00:00:00,0.9789,0.9789,0.9942,0.9821
EURUSD,20020627,00:00:00,0.9822,0.9808,0.9896,0.9882
EURUSD,20020628,00:00:00,0.9881,0.9837,0.9987,0.9909
EURUSD,20020701,00:00:00,0.9911,0.9862,0.9969,0.9910
EURUSD,20020702,00:00:00,0.9909,0.9799,0.9916,0.9861
EURUSD,20020703,00:00:00,0.9861,0.9768,0.9861,0.9800
EURUSD,20020704,00:00:00,0.9800,0.9746,0.9815,0.9783
EURUSD,20020705,00:00:00,0.9783,0.9714,0.9783,0.9730
EURUSD,20020708,00:00:00,0.9742,0.9740,0.9911,0.9907
EURUSD,20020709,00:00:00,0.9905,0.9872,0.9949,0.9926
EURUSD,20020710,00:00:00,0.9926,0.9857,0.9965,0.9889
EURUSD,20020711,00:00:00,0.9888,0.9834,0.9936,0.9878
EURUSD,20020712,00:00:00,0.9878,0.9850,0.9920,0.9910
EURUSD,20020715,00:00:00,0.9912,0.9912,1.0085,1.0033
EURUSD,20020716,00:00:00,1.0034,1.0033,1.0144,1.0124
EURUSD,20020717,00:00:00,1.0123,1.0032,1.0156,1.0066
EURUSD,20020718,00:00:00,1.0067,1.0041,1.0116,1.0116
EURUSD,20020719,00:00:00,1.0117,1.0101,1.0199,1.0143
EURUSD,20020722,00:00:00,1.0112,1.0055,1.0131,1.0076
EURUSD,20020723,00:00:00,1.0075,0.9844,1.0075,0.9891
EURUSD,20020724,00:00:00,0.9890,0.9873,0.9978,0.9950
EURUSD,20020725,00:00:00,0.9949,0.9937,1.0058,1.0034
EURUSD,20020726,00:00:00,1.0033,0.9859,1.0064,0.9873
EURUSD,20020729,00:00:00,0.9873,0.9770,0.9886,0.9810
EURUSD,20020730,00:00:00,0.9809,0.9778,0.9888,0.9830
EURUSD,20020731,00:00:00,0.9831,0.9758,0.9851,0.9771
EURUSD,20020801,00:00:00,0.9770,0.9725,0.9853,0.9841
EURUSD,20020802,00:00:00,0.9842,0.9833,0.9914,0.9864
EURUSD,20020805,00:00:00,0.9864,0.9798,0.9872,0.9804
EURUSD,20020806,00:00:00,0.9803,0.9622,0.9805,0.9660
EURUSD,20020807,00:00:00,0.9659,0.9640,0.9760,0.9744
EURUSD,20020808,00:00:00,0.9743,0.9640,0.9769,0.9665
EURUSD,20020809,00:00:00,0.9664,0.9653,0.9736,0.9699
EURUSD,20020812,00:00:00,0.9699,0.9689,0.9797,0.9784
EURUSD,20020813,00:00:00,0.9783,0.9752,0.9844,0.9843
EURUSD,20020814,00:00:00,0.9843,0.9761,0.9889,0.9768
EURUSD,20020815,00:00:00,0.9769,0.9746,0.9845,0.9821
EURUSD,20020816,00:00:00,0.9820,0.9782,0.9862,0.9842
EURUSD,20020819,00:00:00,0.9842,0.9749,0.9868,0.9768
EURUSD,20020820,00:00:00,0.9768,0.9729,0.9805,0.9780
EURUSD,20020821,00:00:00,0.9779,0.9752,0.9844,0.9801
EURUSD,20020822,00:00:00,0.9801,0.9674,0.9804,0.9690
EURUSD,20020823,00:00:00,0.9689,0.9662,0.9729,0.9727
EURUSD,20020826,00:00:00,0.9729,0.9683,0.9736,0.9714
EURUSD,20020827,00:00:00,0.9713,0.9703,0.9836,0.9826
EURUSD,20020828,00:00:00,0.9827,0.9779,0.9833,0.9784
EURUSD,20020829,00:00:00,0.9785,0.9776,0.9883,0.9833
EURUSD,20020830,00:00:00,0.9832,0.9795,0.9861,0.9826
EURUSD,20020902,00:00:00,0.9819,0.9796,0.9851,0.9843
EURUSD,20020903,00:00:00,0.9843,0.9830,0.9971,0.9964
EURUSD,20020904,00:00:00,0.9963,0.9904,0.9969,0.9920
EURUSD,20020905,00:00:00,0.9919,0.9887,0.9986,0.9916
EURUSD,20020906,00:00:00,0.9915,0.9804,0.9950,0.9816
EURUSD,20020909,00:00:00,0.9813,0.9780,0.9826,0.9794
EURUSD,20020910,00:00:00,0.9795,0.9722,0.9834,0.9748
EURUSD,20020911,00:00:00,0.9748,0.9701,0.9766,0.9758
EURUSD,20020912,00:00:00,0.9758,0.9739,0.9820,0.9816
EURUSD,20020913,00:00:00,0.9816,0.9702,0.9836,0.9719
EURUSD,20020916,00:00:00,0.9704,0.9663,0.9725,0.9687
EURUSD,20020917,00:00:00,0.9686,0.9606,0.9747,0.9734
EURUSD,20020918,00:00:00,0.9735,0.9685,0.9792,0.9773
EURUSD,20020919,00:00:00,0.9773,0.9762,0.9873,0.9870
EURUSD,20020920,00:00:00,0.9870,0.9781,0.9873,0.9813
EURUSD,20020923,00:00:00,0.9805,0.9750,0.9855,0.9778
EURUSD,20020924,00:00:00,0.9777,0.9757,0.9833,0.9823
EURUSD,20020925,00:00:00,0.9822,0.9755,0.9849,0.9762
EURUSD,20020926,00:00:00,0.9762,0.9728,0.9805,0.9770
EURUSD,20020927,00:00:00,0.9768,0.9746,0.9806,0.9804
EURUSD,20020930,00:00:00,0.9808,0.9805,0.9896,0.9865
EURUSD,20021001,00:00:00,0.9865,0.9819,0.9891,0.9821
EURUSD,20021002,00:00:00,0.9820,0.9807,0.9868,0.9859
EURUSD,20021003,00:00:00,0.9860,0.9855,0.9908,0.9871
EURUSD,20021004,00:00:00,0.9872,0.9780,0.9879,0.9794
EURUSD,20021007,00:00:00,0.9786,0.9777,0.9834,0.9820
EURUSD,20021008,00:00:00,0.9821,0.9763,0.9840,0.9789
EURUSD,20021009,00:00:00,0.9787,0.9777,0.9910,0.9901
EURUSD,20021010,00:00:00,0.9901,0.9846,0.9924,0.9861
EURUSD,20021011,00:00:00,0.9859,0.9833,0.9876,0.9866
EURUSD,20021014,00:00:00,0.9873,0.9853,0.9888,0.9872
EURUSD,20021015,00:00:00,0.9871,0.9790,0.9883,0.9814
EURUSD,20021016,00:00:00,0.9815,0.9800,0.9833,0.9804
EURUSD,20021017,00:00:00,0.9805,0.9696,0.9806,0.9708
EURUSD,20021018,00:00:00,0.9708,0.9697,0.9740,0.9717
EURUSD,20021021,00:00:00,0.9719,0.9686,0.9760,0.9732
EURUSD,20021022,00:00:00,0.9731,0.9719,0.9799,0.9772
